date,country,country_code,country_grade,country_grade_letter,short_term_risk_level,short_term_risk_value,country_grade_numeric,zscore_grade,zscore_risk
2023-05-01,Cuba,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Cuba,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Cuba,CUB,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Cuba,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Cuba,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Cuba,CUB,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Cuba,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Cuba,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Cuba,CUB,D,D,4 (High),4.0,22.0,0.9234030727429586,1.3026748725598023
2024-02-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-03-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-04-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-05-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-06-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-07-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-08-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-09-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-10-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-11-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2024-12-01,Cuba,,,,,,,0.9234030727429586,1.3026748725598023
2025-01-01,Cuba,CUB,D,D,4 (High),4.0,22.0,0.9741131055669616,1.4362124740535651
2025-02-01,Cuba,,,,,,,0.9741131055669616,1.4362124740535651
2025-03-01,Cuba,,,,,,,0.9741131055669616,1.4362124740535651
2025-04-01,Cuba,CUB,D,D,4 (High),4.0,22.0,0.9749937655246032,1.4362124740535651
2023-01-01,Cyprus,CYP,B,B,2 (Medium),2.0,15.0,-0.0549170085805507,-0.437221860281267
2023-02-01,Cyprus,,,,,,,-0.0549170085805507,-0.437221860281267
2023-03-01,Cyprus,,,,,,,-0.0549170085805507,-0.437221860281267
2023-04-01,Cyprus,CYP,B,B,2 (Medium),2.0,15.0,-0.0494975661732962,-0.4287910127136894
2023-05-01,Cyprus,,,,,,,-0.0494975661732962,-0.4287910127136894
2023-06-01,Cyprus,,,,,,,-0.0494975661732962,-0.4287910127136894
2023-07-01,Cyprus,CYP,B,B,2 (Medium),2.0,15.0,-0.0483326131274734,-0.420390775099855
2023-08-01,Cyprus,,,,,,,-0.0483326131274734,-0.420390775099855
2023-09-01,Cyprus,,,,,,,-0.0483326131274734,-0.420390775099855
2023-10-01,Cyprus,CYP,B,B,2 (Medium),2.0,15.0,-0.0398801979470144,-0.4076544744543296
2023-11-01,Cyprus,,,,,,,-0.0398801979470144,-0.4076544744543296
2023-12-01,Cyprus,,,,,,,-0.0398801979470144,-0.4076544744543296
2024-01-01,Cyprus,CYP,BB,BB,2 (Medium),2.0,12.0,-0.4488577161795934,-0.3870567512717623
2024-02-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-03-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-04-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-05-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-06-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-07-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-08-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-09-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-10-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-11-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-12-01,Cyprus,,,,,,,-0.4488577161795934,-0.3870567512717623
2025-01-01,Cyprus,CYP,BB,BB,2 (Medium),2.0,12.0,-0.3972111692603144,-0.2297939958485705
2025-02-01,Cyprus,,,,,,,-0.3972111692603144,-0.2297939958485705
2025-03-01,Cyprus,,,,,,,-0.3972111692603144,-0.2297939958485705
2025-04-01,Cyprus,CYP,BB,BB,2 (Medium),2.0,12.0,-0.4071552177260565,-0.2297939958485705
2023-01-01,Czech Republic,CZE,BB,BB,2 (Medium),2.0,12.0,-0.467811554575062,-0.437221860281267
2023-02-01,Czech Republic,,,,,,,-0.467811554575062,-0.437221860281267
2023-03-01,Czech Republic,,,,,,,-0.467811554575062,-0.437221860281267
2023-04-01,Czech Republic,CZE,BB,BB,2 (Medium),2.0,12.0,-0.4624293168518901,-0.4287910127136894
2023-05-01,Czech Republic,,,,,,,-0.4624293168518901,-0.4287910127136894
2023-06-01,Czech Republic,,,,,,,-0.4624293168518901,-0.4287910127136894
2023-07-01,Czech Republic,CZE,BB,BB,2 (Medium),2.0,12.0,-0.4629039003758017,-0.420390775099855
2023-08-01,Czech Republic,,,,,,,-0.4629039003758017,-0.420390775099855
2023-09-01,Czech Republic,,,,,,,-0.4629039003758017,-0.420390775099855
2023-10-01,Czech Republic,CZE,BB,BB,2 (Medium),2.0,12.0,-0.4515249530272131,-0.4076544744543296
2023-11-01,Czech Republic,,,,,,,-0.4515249530272131,-0.4076544744543296
2023-12-01,Czech Republic,,,,,,,-0.4515249530272131,-0.4076544744543296
2024-01-01,Czech Republic,CZE,BB,BB,2 (Medium),2.0,12.0,-0.4488577161795934,-0.3870567512717623
2024-02-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-03-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-04-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-05-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-06-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-07-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-08-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-09-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-10-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-11-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2024-12-01,Czech Republic,,,,,,,-0.4488577161795934,-0.3870567512717623
2025-01-01,Czech Republic,CZE,BB,BB,1 (Low),1.0,12.0,-0.3972111692603144,-1.0627972307996385
2025-02-01,Czech Republic,,,,,,,-0.3972111692603144,-1.0627972307996385
2025-03-01,Czech Republic,,,,,,,-0.3972111692603144,-1.0627972307996385
2025-04-01,Czech Republic,CZE,BB,BB,1 (Low),1.0,12.0,-0.4071552177260565,-1.0627972307996385
2023-01-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.7708720834084719,-0.437221860281267
2023-02-01,C̫te d'Ivoire,,,,,,,0.7708720834084719,-0.437221860281267
2023-03-01,C̫te d'Ivoire,,,,,,,0.7708720834084719,-0.437221860281267
2023-04-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.7763659351838916,-0.4287910127136894
2023-05-01,C̫te d'Ivoire,,,,,,,0.7763659351838916,-0.4287910127136894
2023-06-01,C̫te d'Ivoire,,,,,,,0.7763659351838916,-0.4287910127136894
2023-07-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.7808099613691831,-0.420390775099855
2023-08-01,C̫te d'Ivoire,,,,,,,0.7808099613691831,-0.420390775099855
2023-09-01,C̫te d'Ivoire,,,,,,,0.7808099613691831,-0.420390775099855
2023-10-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.783409312213383,-0.4076544744543296
2023-11-01,C̫te d'Ivoire,,,,,,,0.783409312213383,-0.4076544744543296
2023-12-01,C̫te d'Ivoire,,,,,,,0.783409312213383,-0.4076544744543296
2024-01-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.7861769938507034,-0.3870567512717623
2024-02-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-03-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-04-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-05-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-06-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-07-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-08-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-09-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-10-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-11-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2024-12-01,C̫te d'Ivoire,,,,,,,0.7861769938507034,-0.3870567512717623
2025-01-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.836980678084234,-0.2297939958485705
2025-02-01,C̫te d'Ivoire,,,,,,,0.836980678084234,-0.2297939958485705
2025-03-01,C̫te d'Ivoire,,,,,,,0.836980678084234,-0.2297939958485705
2025-04-01,C̫te d'Ivoire,CIV,C,C,2 (Medium),2.0,21.0,0.8367788671995373,-0.2297939958485705
2023-01-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.7064951925585958,-1.2906452990995096
2023-02-01,Denmark,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-03-01,Denmark,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-04-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.701224568887672,-1.2821692046830908
2023-05-01,Denmark,,,,,,,-1.701224568887672,-1.2821692046830908
2023-06-01,Denmark,,,,,,,-1.701224568887672,-1.2821692046830908
2023-07-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.7066177621207863,-1.2737840485525609
2023-08-01,Denmark,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-09-01,Denmark,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-10-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.686459218267809,-1.2520816001097266
2023-11-01,Denmark,,,,,,,-1.686459218267809,-1.2520816001097266
2023-12-01,Denmark,,,,,,,-1.686459218267809,-1.2520816001097266
2024-01-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Denmark,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Denmark,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Denmark,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Denmark,DNK,AA,AA,1 (Low),1.0,3.0,-1.6510893026516502,-1.0627972307996385
2023-01-01,Djibouti,DJI,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Djibouti,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Djibouti,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Djibouti,DJI,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Djibouti,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Djibouti,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Djibouti,DJI,C,C,2 (Medium),2.0,21.0,0.7808099613691831,-0.420390775099855
2023-08-01,Djibouti,,,,,,,0.7808099613691831,-0.420390775099855
2023-09-01,Djibouti,,,,,,,0.7808099613691831,-0.420390775099855
2023-10-01,Djibouti,DJI,C,C,2 (Medium),2.0,21.0,0.783409312213383,-0.4076544744543296
2023-11-01,Djibouti,,,,,,,0.783409312213383,-0.4076544744543296
2023-12-01,Djibouti,,,,,,,0.783409312213383,-0.4076544744543296
2024-01-01,Djibouti,DJI,C,C,2 (Medium),2.0,21.0,0.7861769938507034,-0.3870567512717623
2024-02-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-03-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-04-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-05-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-06-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-07-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-08-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-09-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-10-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-11-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2024-12-01,Djibouti,,,,,,,0.7861769938507034,-0.3870567512717623
2025-01-01,Djibouti,DJI,C,C,2 (Medium),2.0,21.0,0.836980678084234,-0.2297939958485705
2025-02-01,Djibouti,,,,,,,0.836980678084234,-0.2297939958485705
2025-03-01,Djibouti,,,,,,,0.836980678084234,-0.2297939958485705
2025-04-01,Djibouti,DJI,C,C,2 (Medium),2.0,21.0,0.8367788671995373,-0.2297939958485705
2023-01-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Dominica,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Dominica,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Dominica,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Dominica,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Dominica,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Dominica,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Dominica,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Dominica,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Dominica,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,Dominica,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,Dominica,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,Dominica,DMA,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Dominican Republic,DOM,B,B,2 (Medium),2.0,15.0,-0.0549170085805507,-0.437221860281267
2023-02-01,Dominican Republic,,,,,,,-0.0549170085805507,-0.437221860281267
2023-03-01,Dominican Republic,,,,,,,-0.0549170085805507,-0.437221860281267
2023-04-01,Dominican Republic,DOM,B,B,2 (Medium),2.0,15.0,-0.0494975661732962,-0.4287910127136894
2023-05-01,Dominican Republic,,,,,,,-0.0494975661732962,-0.4287910127136894
2023-06-01,Dominican Republic,,,,,,,-0.0494975661732962,-0.4287910127136894
2023-07-01,Dominican Republic,DOM,B,B,2 (Medium),2.0,15.0,-0.0483326131274734,-0.420390775099855
2023-08-01,Dominican Republic,,,,,,,-0.0483326131274734,-0.420390775099855
2023-09-01,Dominican Republic,,,,,,,-0.0483326131274734,-0.420390775099855
2023-10-01,Dominican Republic,DOM,B,B,2 (Medium),2.0,15.0,-0.0398801979470144,-0.4076544744543296
2023-11-01,Dominican Republic,,,,,,,-0.0398801979470144,-0.4076544744543296
2023-12-01,Dominican Republic,,,,,,,-0.0398801979470144,-0.4076544744543296
2024-01-01,Dominican Republic,DOM,B,B,2 (Medium),2.0,15.0,-0.0371794795028278,-0.3870567512717623
2024-02-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-03-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-04-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-05-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-06-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-07-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-08-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-09-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-10-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-11-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2024-12-01,Dominican Republic,,,,,,,-0.0371794795028278,-0.3870567512717623
2025-01-01,Dominican Republic,DOM,B,B,1 (Low),1.0,15.0,0.0141861131878684,-1.0627972307996385
2025-02-01,Dominican Republic,,,,,,,0.0141861131878684,-1.0627972307996385
2025-03-01,Dominican Republic,,,,,,,0.0141861131878684,-1.0627972307996385
2025-04-01,Dominican Republic,DOM,B,B,1 (Low),1.0,15.0,0.0074894772491414,-1.0627972307996385
2023-01-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.7708720834084719,1.2696250173552184
2023-02-01,Ecuador,,,,,,,0.7708720834084719,1.2696250173552184
2023-03-01,Ecuador,,,,,,,0.7708720834084719,1.2696250173552184
2023-04-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.7763659351838916,1.2779653712251136
2023-05-01,Ecuador,,,,,,,0.7763659351838916,1.2779653712251136
2023-06-01,Ecuador,,,,,,,0.7763659351838916,1.2779653712251136
2023-07-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.7808099613691831,1.286395771805557
2023-08-01,Ecuador,,,,,,,0.7808099613691831,1.286395771805557
2023-09-01,Ecuador,,,,,,,0.7808099613691831,1.286395771805557
2023-10-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.783409312213383,1.2811997768564642
2023-11-01,Ecuador,,,,,,,0.783409312213383,1.2811997768564642
2023-12-01,Ecuador,,,,,,,0.783409312213383,1.2811997768564642
2024-01-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.7861769938507034,1.3026748725598023
2024-02-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-03-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-04-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-05-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-06-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-07-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-08-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-09-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-10-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-11-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2024-12-01,Ecuador,,,,,,,0.7861769938507034,1.3026748725598023
2025-01-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.836980678084234,1.4362124740535651
2025-02-01,Ecuador,,,,,,,0.836980678084234,1.4362124740535651
2025-03-01,Ecuador,,,,,,,0.836980678084234,1.4362124740535651
2025-04-01,Ecuador,ECU,C,C,4 (High),4.0,21.0,0.8367788671995373,1.4362124740535651
2023-01-01,Egypt,EGY,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Egypt,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Egypt,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Egypt,EGY,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Egypt,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Egypt,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Egypt,EGY,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Egypt,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Egypt,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Egypt,EGY,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Egypt,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Egypt,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Egypt,EGY,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Egypt,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Egypt,EGY,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Egypt,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Egypt,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Egypt,EGY,D,D,3 (Sensitive),3.0,22.0,0.9749937655246032,0.6032092391024972
2023-01-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,El Salvador,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,El Salvador,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,El Salvador,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,El Salvador,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,El Salvador,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,El Salvador,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,El Salvador,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,El Salvador,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,El Salvador,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,El Salvador,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,El Salvador,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,El Salvador,SLV,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Equatorial Guinea,GNQ,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Equatorial Guinea,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Equatorial Guinea,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Equatorial Guinea,GNQ,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Equatorial Guinea,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Equatorial Guinea,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Equatorial Guinea,GNQ,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Equatorial Guinea,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Equatorial Guinea,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Equatorial Guinea,GNQ,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Equatorial Guinea,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Equatorial Guinea,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Equatorial Guinea,GNQ,D,D,4 (High),4.0,22.0,0.9234030727429586,1.3026748725598023
2024-02-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-03-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-04-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-05-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-06-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-07-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-08-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-09-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-10-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
2024-11-01,Equatorial Guinea,,,,,,,0.9234030727429586,1.3026748725598023
